name,playtimes,retention_rate1,retention_rate2,retention_rate3,retention_rate4
我，洪荒望舒，开局开除羲和月籍|玄幻无敌爆笑爽文,1408865,0.4653609682482669,0.3081271963928831,0.08008388888669606,0.0
修真神医（免费，玄幻，异能，修真）,5614930,0.5898553628556326,0.49647997431434887,0.14923012757976872,0.0
阴阳双修.免费有声小说,3742505,0.47239694172950086,0.3764259241766729,0.30796767256946955,0.2709367064693756
洪荒之长耳定光仙｜兔子热血修仙,1751037,0.21417693857342848,0.08604500290231161,0.0,0.0
仙 宝,907763,0.4050566600231926,0.3092739563911887,0.22476134688697283,0.14727081800452899
浪迹在诸天|精品双播,775922,0.9577752553916005,1.0111237230419978,1.1258796821793418,1.2632236095346197
九仙帝尊：免费有声小说,13445181,0.5081704023212413,0.41518033826491685,0.37754888701846856,0.3579123023168439
走进修仙,452152,0.23916031940223897,0.055129115855663866,0.04034623834142363,0.030641172369338436
谁让我是绝世天才丨卧龙残雪爆笑演播丨新品限免,942822,0.2667456658458158,0.10410764872521247,0.044521900670875844,0.027768520061471236
【限免】洪荒，我养的熊猫很强丨系统穿越搞笑修仙爽文,1161595,0.15794724691735887,0.08007155855772494,0.10125915539073678,0.03870710579325366
地球第一剑,1832432,0.3531598979746559,0.21551356973776087,0.13853774619022646,0.06244464854664106
诸天之角色扮演|爆笑修仙&热血玄幻,2311474,0.401833298603251,0.18328713482817605,0.09256591344863721,0.05047380327382246
无极剑神丨热血玄幻丨上部,2085567,0.37233130601643843,0.2849584392292789,0.248851212905444,0.21366278394439359
从锦衣卫到仙国大帝,1884297,0.3672501175335551,0.23551535728012032,0.04680067972478325,0.0
误入修界,2430557,0.4221360313394287,0.30487710149123565,0.22921105918865622,0.16907085090644602
超凡入圣,6111764,0.4631512578923532,0.3558318568250974,0.30152350939592054,0.23888236595499548
大唐解签六年才知是西游【精品多播】仙侠|穿越|系统,2435753,0.17000749648042907,0.00879009516029353,0.0,0.0
仙王,12058712,0.4708117030139148,0.32759297790668523,0.25992649661625294,0.22046740636088344
免费小说| 绝世废柴的巅峰之路,4022056,0.011869248962023063,0.0023989717681477526,0.0017148991892265645,0.001383477819094058
仙道为峰,1088070,0.5639121477373392,0.43291778529754166,0.3682945786424375,0.31252651621859207
神剑北冥,4577984,0.5473298023561675,0.45697959255474946,0.23231200820539283,0.0
我也是带着农场的男人了（仙侠种田/双播精品/苏醒&羽琬琰）,1297733,0.21077281843299117,0.10351799477888615,0.06949587632119317,0.028289557445854614
悠闲修道人生,1120335,0.24823974808052932,0.07290332472372596,0.0,0.0
在地球修仙,2124426,0.11670130530519322,0.05179817686465506,0.039116586426318836,0.031145034428707384
天劫医生——带着护士去修真！,933236,0.32614044459694996,0.2302120823373899,0.18228201998775623,0.08063924946482257
系统带我去修仙|免费有声小说,3994277,0.4522579878582896,0.3111011634193901,0.23940501750517418,0.19987215373973338
丹皇叶严》修真玄幻,5358982,0.6202073706750817,0.5038556419600035,0.4651376836094519,0.429621698786581
洪荒九爪龙龟|东方玄幻,655377,0.17117878300876033,0.07654447910758178,0.0,0.0
（单播）我的系统是脑残|搞笑,1184818,0.4363240285055822,0.3198609257008508,0.21102233557153957,0.0
【精品多播】凡修录|搞笑修仙|打怪升级爽文无限流,1385804,0.3223133614108025,0.06795476571231363,0.0,0.0
大道修行者,1183402,0.1857924385852837,0.11812416516638596,0.07047447586967884,0.0
武夫|重武轻玄,389619,0.08457570164229258,0.0,0.0,0.0
大话仙门| 轻松 爆笑修仙,1033474,0.1499458536198836,0.08752469917629584,0.06227148152294083,0.0
许仙！你听我的！爆笑仙侠（多人有声剧）,941041,0.21654008024283788,0.1026614211679855,0.04021388458265489,0.0
伪装掌门：在宿敌地盘搞扶贫|多人爆笑有声剧|大神作品,933426,0.36779824135053124,0.2638071023722985,0.13351367784686466,0.0
人间仙路,1194874,0.1017842800393982,0.06444885495278242,0.013976086438938225,0.0
君临,7660919,0.36441797063341524,0.2956868577193109,0.2363038578161524,0.1886653701997159
萌萌仙游记,1457385,0.3375791117182926,0.2320085315192238,0.2017216382747372,0.16474614548191932
从黑山老祖开始丨精品双播,584258,0.13092277265546345,0.03153240985765847,0.0,0.0
太平广记（一）真正的修仙故事,1522325,0.0,0.0,0.0,0.0
神墓 | 惊醒万年的梦（第一季）,1914805,0.6043724711114351,0.14056884044763607,0.0,0.0
重生蟠桃，被猴子偷听心声丨蟠桃与猴子强强联合丨玄幻爽文丨爆笑西游,751267,0.25246568899607824,0.07588381114714214,0.0,0.0
仙路玄修,1845825,0.5751120518197735,0.4520271045290361,0.392375065737789,0.3391918418051218
【百大计划】道友请留步（海声&雨晴 双播）,1241361,0.0,0.0,0.0,0.0
我有一刀在手 | 异界悍刀行&玄幻穿越丨多人有声剧,1119156,0.3345191383908129,0.18892370682301815,0.14592226123028024,0.12430122201969956
神仙传,1535616,0.0,0.0,0.0,0.0
网游之青城剑仙｜飘剑作品,698172,0.24074574636733562,0.19061047269078946,0.15284586106382822,0.11567786601209305
氪金成仙|穿越未来X修真爽文|多人剧,2263913,0.08793680743818648,0.025048257270247516,0.019883722086262913,0.016400407930256274
